"","x"
"1",-0.24966308441895
"2",-0.0677702381466914
"3",-0.00926309701672379
"4",-0.0585158643009882
"5",-0.108832157490242
"6",-0.0283617541744956
"7",-0.0261093800365317
"8",-0.0144879349740732
"9",-0.063855905553577
"10",-0.148053470987566
"11",0.62792553320746
"12",0.60038018169503
"13",0.503232785804077
"14",0.431807962965176
"15",-0.038009267318128
"16",-0.0193455544413921
"17",-0.0389402427088426
"18",-0.0388811064724024
"19",-0.0307149305476315
"20",0.385256358607053
"21",-0.0106185047958025
"22",0.0711679738277635
"23",-0.00388819183871658
"24",0.043995191181522
"25",0.14277231957068
"26",0.18800355980912
"27",0.164351894320907
"28",0.211748077744993
"29",0.495034438163132
"30",0.590181110687529
"31",0.662597214056212
"32",0.746764312432001
"33",0.774059786557847
"34",0.787100869135409
"35",0.80548992623999
"36",0.814138902367143
"37",0.8208245811764
"38",0.817798294864238
"39",0.806502837152154
"40",0.821366145380023
"41",0.829888917706634
"42",0.832971466615805
"43",0.839369638170002
"44",0.845771883964304
"45",0.817546388814881
"46",0.83002622706678
"47",0.836335485321482
"48",0.819638373437029
"49",0.824113546864101
"50",0.830650495896926
"51",0.840377327661508
"52",0.848890138473898
"53",0.856732480171049
"54",0.858111754136868
"55",0.865089905669183
"56",0.867293858103671
"57",0.87196852043358
"58",0.875772464511708
"59",0.879999593921102
"60",0.881004994039646
"61",0.885116155818196
"62",0.890294691981209
"63",0.894934467808267
"64",0.897795135215785
"65",0.900219188932637
"66",0.903180757811436
"67",0.901791684440706
"68",0.890195807858203
"69",0.927546585541935
"70",0.935065457673588
"71",0.941899417340134
"72",0.944942305438432
"73",0.946559486029608
"74",0.946459807418159
"75",0.950133925916512
"76",0.947827456107412
"77",0.94650813191188
"78",0.939418898589676
"79",0.93729955072816
"80",0.938113893078992
"81",0.940765002279444
"82",0.9389692717844
"83",0.940628444796514
"84",0.919863430226211
"85",0.911746745913153
"86",0.954522933358196
"87",0.954439216530293
"88",0.956814770814512
"89",0.952588859062149
"90",0.936408953955736
"91",0.932598266903699
"92",0.934911361588946
"93",0.937393892106265
"94",0.928401192709033
"95",0.929064187118345
"96",0.916300353754592
"97",0.920857547804621
"98",0.926494351808712
"99",0.918861708234639
"100",0.911727448988706
"101",0.894906775510745
"102",0.898828104899767
"103",0.90257012423207
"104",0.906504733653966
"105",0.909793571399209
"106",0.806148921707435
"107",0.907170096745588
"108",0.910283097834007
"109",0.890282742020334
"110",0.884369474766319
"111",0.884169904702929
"112",0.882888845371112
"113",0.882886763919214
"114",0.884861563253314
"115",0.881592760262615
"116",0.885939621471142
"117",0.889684574714077
"118",0.890067103794796
"119",0.887751185739905
"120",0.887694272414932
"121",0.88847638121131
"122",0.884487040949381
"123",0.889126651117383
"124",0.889267835322282
"125",0.89122453374037
"126",0.888786788526964
"127",0.892452308909674
"128",0.891183190179357
"129",0.889857546461981
"130",0.918610928392976
"131",0.934805581457349
"132",0.943942557491101
"133",0.941990663140497
"134",0.94426686742738
"135",0.907933035714772
"136",0.950792124730915
"137",0.951843829468758
"138",0.953318795330044
"139",0.954653249469023
"140",0.928383940656158
"141",0.953754677578555
"142",0.949374831560793
"143",0.950234579846974
"144",0.906251284955704
"145",0.910492393822039
"146",0.910466088684917
"147",0.952919580261227
"148",0.91176023360431
"149",0.914890244438362
"150",0.925928031464729
"151",0.91612050776924
"152",0.951660054594879
"153",0.912174062374683
"154",0.950378922196744
"155",0.947382589795742
"156",0.9198658715224
"157",0.952416864438958
"158",0.920003903235255
"159",0.950841741704074
"160",0.943751262420595
"161",0.950028230095883
"162",0.950182364208513
"163",0.950198083127247
"164",0.934297623268391
"165",0.941351533717882
"166",0.948874663060646
"167",0.946725174105643
"168",0.945667753059066
"169",0.913334114757427
"170",0.945524471824797
"171",0.938004091398402
"172",0.924945619886885
"173",0.917425441845249
"174",0.919709191375824
"175",0.934114891552228
"176",0.9132134305457
"177",0.932041485119736
"178",0.936628459640771
"179",0.911640101804896
"180",0.916433237796479
"181",0.903159989286007
"182",0.906298981512482
"183",0.899169018371927
"184",0.918217844340721
"185",0.901089283632461
"186",0.900987949349792
"187",0.89929249125197
"188",0.921671193305767
"189",0.897622113530875
"190",0.893406551397545
"191",0.92423775177933
"192",0.9242987514917
"193",0.924522361588012
"194",0.924649241025082
"195",0.907565097603315
"196",0.919076024398713
"197",0.918935110522271
"198",0.914429506848202
"199",0.88363849417691
"200",0.890995572900472
"201",0.889780193837229
"202",0.923982645267889
"203",0.892714957244539
"204",0.910482502067222
"205",0.875683379424956
"206",0.876398594013444
"207",0.910498421660517
"208",0.905946279269098
"209",0.878803923143103
"210",0.909186246916657
"211",0.88081097875232
"212",0.903190998194056
"213",0.898377778218064
"214",0.895112019123336
"215",0.861679449854228
"216",0.890656330737845
"217",0.912887160293051
"218",0.907834728354179
"219",0.895340363313608
"220",0.905501138924515
"221",0.90795225141176
"222",0.906384756744341
"223",0.906504077255794
"224",0.911969880263896
"225",0.882506688020696
"226",0.909445308607311
"227",0.90397193105342
"228",0.910157012870358
"229",0.905154118354993
"230",0.907549579419345
"231",0.896482344300101
"232",0.895904750786394
"233",0.90660056463693
"234",0.908216753918716
"235",0.886641529902445
"236",0.900637919515094
"237",0.900337630450571
"238",0.901596953605267
"239",0.893428120382451
"240",0.876921777410357
"241",0.901451564213424
"242",0.900272557328917
"243",0.901379223298139
"244",0.902470974816352
"245",0.899929149429217
"246",0.900525337461345
"247",0.903698569314547
"248",0.898538285639326
"249",0.906663364830042
"250",0.901538118925368
"251",0.898660038223918
"252",0.901682328942581
"253",0.896940928799895
"254",0.902979203101123
"255",0.899048042934226
"256",0.887268511416172
"257",0.886960451907472
"258",0.883104856339636
"259",0.877879945932451
"260",0.878053340101508
"261",0.873059841348238
"262",0.873127283832402
"263",0.878590033137644
"264",0.901106256671023
"265",0.897960838171237
"266",0.870964263637931
"267",0.872420854867078
"268",0.871102747614114
"269",0.870781308186665
"270",0.869762602690237
"271",0.833432454442409
"272",0.871178979771432
"273",0.832127507770868
"274",0.887226116145592
"275",0.895572261490225
"276",0.888760715405686
"277",0.901598224024224
"278",0.891719534623005
"279",0.871550697800719
"280",0.892725174148902
"281",0.870429582419429
"282",0.887458798893796
"283",0.895908159941627
"284",0.847514615068499
"285",0.853831598638461
"286",0.849779507861264
"287",0.846910034709888
"288",0.846685921049129
"289",0.887512889916936
"290",0.870499422942726
"291",0.901003417951778
"292",0.895742204303816
"293",0.892711598663774
"294",0.897909931914594
"295",0.894863579267222
"296",0.894446202675756
"297",0.888201580288294
"298",0.890339963909543
"299",0.898200426897814
"300",0.897392614957756
"301",0.897087062130897
"302",0.891823625574993
"303",0.899094355653229
"304",0.870874176113199
"305",0.894900693095298
"306",0.891135951165702
"307",0.871651705667375
"308",0.871147275139658
"309",0.871500841369987
"310",0.871021109506184
"311",0.870323361127236
"312",0.867051957069032
"313",0.871624891063641
"314",0.871565650589637
"315",0.870938236487557
"316",0.88416196207942
"317",0.89476761557636
"318",0.89291561476907
"319",0.894848222385016
"320",0.900145800980509
"321",0.871837730624706
"322",0.871553778111148
"323",0.871582920473358
"324",0.871032327213012
"325",0.871106604292105
"326",0.871497106383343
"327",0.870564201283525
"328",0.867708689301939
"329",0.873350036560304
"330",0.871194760412131
"331",0.871254660054833
"332",0.890870990750736
"333",0.878440885462883
"334",0.869662406971633
"335",0.870832611477513
"336",0.870383466917565
"337",0.866083824559968
"338",0.87116647340002
"339",0.870810794265027
